main,97.81906403852312,6.59870469226995,66.27629297168068,15.367654732461292,94.19475655430712,8.614232209737828,2.9962546816479403,259,244,8,23
no_mask_residual,92.6252412683559,12.1606207901741,66.9578792014212,17.04847320413229,85.47169811320755,25.660377358490567,3.3962264150943398,256,197,9,68
network_no_mask,93.20108890533447,12.237254074140589,65.07260526784442,15.664708086473164,87.14555765595463,23.39622641509434,2.272727272727273,258,203,6,62
no_channel_coding,96.27934554837785,9.357105829704935,66.03455986054439,16.222867598026756,91.69811320754717,12.830188679245284,3.7735849056603774,255,231,10,34
rw_distortion,93.3098052436493,11.124632041297792,67.65592717899467,14.510048963887279,85.52631578947368,26.217228464419474,2.6415094339622645,258,197,7,70
